id,text,E,S,G,non_ESG
179,Developing sustainable building prototypes that achieve International Energy Conservation Code (IECC) energy effi ciency standards for percent increase from IECC [YEAR] standards) specifi c business operations.,0,0,0,1
180,"Build on our leading integrated wellness solutions and reward customers for behavioural improvements, delivering better health outcomes.",0,1,0,0
181,There are many ways employees have input and influence on health and safety processes.,0,1,0,0
182,The unpredictable nature and uncertainty of the current COVID-pandemic could also magnify other risk factors disclosed above and makes it impractical to identify all potential risks.,1,0,0,0
183,The issue price is on 7 September and 7 March commencing on 7 September [YEAR].,0,0,0,1
184,"Green procurement Supplier responses regarding environmental responsibility, initiatives, compliance and sustainability are among the aspects integrated into our approach to green procurement.",0,0,0,1
185,"Changes in regulations that affect electric power providers such as regulations related to the control of greenhouse gas emissions or other climate change related matters could adversely affect the costs of electric power and increase our operating costs, which could adversely affect our business, financial condition and results of operations or those of our customers.",0,0,0,1
186,"Ouvr people: We are increasing the analytic capabilities of our HR associates through a People Analytics Community of Practice, which provides training and access to resources (e.g., current tools, past studies) and promotes the sharing of best practices across the organization.",0,1,1,0
187,"Lean Six Sigma programs were initiated across the entire organization, with process improvement efforts underway in areas such as content management and production, customer service, sales and marketing effectiveness and product distribution.",0,0,0,1
188,"During the reporting period, sessions were organized and 5,622 employees were trained by means of internal corporate courses, Leadership in Health and Safety, Investigation, HSE Risk Assessment and Management.",0,1,1,0
189,"To identify compliance trends and opportunities to mitigate risks, we conduct a Job Safety Analysis regularly to identify and record potential hazards and safety issues.",0,1,1,0
190,"To offer rewarding career opportunities for the youth and build a long-term talent pipeline, we continued our graduate recruitment during the pandemic through a variety of virtual means to organise recruitment talks, group discussions and interviews.",0,1,0,0
191,Priority Measures and Results for Fiscal NSK enacted the following three measures to reduce entanglements and caught-in injuries by half: (1) Risk assessments (on machine safety) (2) Rollout of “maintenance call-out lines” (Workers assigned on a select few lines to call out problems when short stops* occur and work toward a fundamental solution of the issue.,0,1,1,0
